"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",399,58738.66,13228.12,11129.54
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",167,30234.34,13056.76,10758.04
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",126,48976.46,12517.4,11094.86
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",244,26749.67,11154.7,9786.08
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",261,40894.39,12923.42,10727.61
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",175,33123.97,12510.42,10484.89
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",222,50199.63,11682.2,9565.27
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150129,"WESTVIEW HOSPITAL","3630 GUION RD","INDIANAPOLIS","IN",46222,"IN - Indianapolis",28,52629.82,12497.82,11575.96
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",62,61549.64,12592.27,10861.11
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150146,"PARKVIEW NOBLE HOSPITAL","401 SAWYER RD","KENDALLVILLE","IN",46755,"IN - Fort Wayne",16,51046.81,16166.62,12361.93
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150150,"DUPONT HOSPITAL LLC","2520 E DUPONT RD","FORT WAYNE","IN",46825,"IN - Fort Wayne",47,58629.78,14764.25,9289.97
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150157,"ST VINCENT CARMEL HOSPITAL INC","13500 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",192,48906.8,12761.76,9423.1
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",54,60808.16,14389.42,10099.4
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150160,"INDIANA ORTHOPAEDIC HOSPITAL LLC","8400 NORTHWEST BLVD","INDIANAPOLIS","IN",46278,"IN - Indianapolis",529,30053.3,11531.97,9452.66
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",220,61678.87,17144.84,10519.29
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150164,"MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","BLOOMINGTON","IN",47403,"IN - Indianapolis",65,63891.75,13992.1,12189.69
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150165,"FRANCISCAN PHYSICIANS HOSPITAL LLC","701 SUPERIOR AVE","MUNSTER","IN",46321,"IN - Munster",15,37867.26,17310.93,8649.4
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150166,"PINNACLE HOSPITAL","9301 CONNECTICUT DR","CROWN POINT","IN",46307,"IN - Gary",14,66335,27529.85,26483.5
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","FORT WAYNE","IN",46845,"IN - Fort Wayne",360,52353.72,12476.99,9662.38
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","FT WAYNE","IN",46804,"IN - Fort Wayne",354,52021.91,11694.28,9689.17
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",204,50890.89,12949.22,10154.08
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150172,"PHYSICIANS' MEDICAL CENTER LLC","4023 REAS LN","NEW ALBANY","IN",47150,"KY - Louisville",17,33404,10950.7,9083.88
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",81,65345.5,15575.27,10498.65
"470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC",150177,"UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","MISHAWAKA","IN",46545,"IN - South Bend",45,59375.24,12856.88,10631.04
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",19,45665,14213.15,13264.94
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",19,42856.21,11756.84,10749.05
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",11,58492.36,13228.09,12207.72
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",46,70703.56,15323.45,10741.54
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",17,81600.41,15166.17,14173
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",20,53100.1,12452.1,11386.3
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",17,44011.23,11994.17,10037.64
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",11,47752.81,17327,11598.36
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",13,31162.92,11324,10460.61
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",29,47993.34,12290.79,11282.51
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",22,79325.72,18611.68,15346.31
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",21,57741.42,17287.9,11094.04
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",20,60269.95,14016.7,12894.3
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",33,28235.36,11093.06,10073.66
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",59,57481.64,14687.27,11746.72
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",24,60058.2,15872.58,11263.83
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",39,49949.48,11875.61,10780.84
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",20,80309.95,13537.7,12473.55
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",19,34835.68,12413.1,11349.1
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150160,"INDIANA ORTHOPAEDIC HOSPITAL LLC","8400 NORTHWEST BLVD","INDIANAPOLIS","IN",46278,"IN - Indianapolis",18,34107.61,11972.05,8995.55
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","FORT WAYNE","IN",46845,"IN - Fort Wayne",23,59613.6,11166.34,10190.39
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","FT WAYNE","IN",46804,"IN - Fort Wayne",16,53128.75,11173.43,10049.43
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",18,55373.55,13450.55,11358.72
"473 - CERVICAL SPINAL FUSION W/O CC/MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",14,59153.78,11870.42,10747.42
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",11,72678.63,21926.72,19177.9
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",18,34395,16723,16018.16
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",21,58320.23,19143.85,16704.9
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",12,85045.66,18916.16,18077.75
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",30,66166.06,18640.8,17752
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",24,61886.08,17966.87,17167.7
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",18,61459.77,18387.77,17456.88
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",19,34108.15,15353.73,14645.52
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",32,37791.4,15236.46,14395.46
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",14,71840.42,16407.71,15536.57
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",21,37837.19,18803.42,18159.61
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",16,68608.43,19791.06,19089.56
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",24,106124.5,27260.83,26473.62
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",17,53717.88,21120.23,16886.23
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",24,62545.7,16549.16,14649.04
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",36,84693.22,24282.91,22423.63
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",12,72388.33,20469.5,19722.75
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",19,60247.05,17987.78,16980
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",12,37482,17064.08,16217.75
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",17,27560.47,14483.17,13693.52
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",15,52482.2,17425.26,16558.8
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",13,51002.46,17842.3,17237.69
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",12,72349.25,19162.16,18318.5
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",16,56874.12,17134.06,16149.56
"480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",12,65826.41,16117.75,15082.75
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150001,"JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN",46131,"IN - Indianapolis",19,36856.47,10243.68,9353.36
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",31,49648.64,13255.67,11699.87
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",17,39415.82,12894,11908.35
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150005,"HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN",46122,"IN - Indianapolis",35,36086.11,10294.68,9330.8
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",14,57632.07,13312,8933.21
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",18,32007.11,10002.22,9128.88
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",41,29867.73,10678.85,9911.92
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",21,37820.52,10308.04,9453.19
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",37,41304.97,11371.7,10403.05
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",70,47074.97,13681.31,10365.45
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",31,34826.25,11174.51,9671.35
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",27,58444.7,10827.11,9824.4
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",38,41005.05,11296.28,9025.02
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",88,41333.6,11346.96,9776.61
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",78,41685.3,11101.43,9966.5
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",12,34917.25,10427.25,9486.58
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",16,38736.06,12045.62,10988.37
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",56,32840.03,10009.55,9026.48
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",12,34058.41,11191.83,10261.83
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",28,49068.21,10552.39,9585.53
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",11,25109.54,10408.54,9996.9
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",32,25992.96,10921.56,8300.87
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",24,29865.58,10074.2,9137.54
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",15,51316.2,10520.06,9625.13
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",48,27154.89,11913.2,11049.29
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",71,40423.43,11384.36,9910.63
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",71,68023.01,17199.71,15081.21
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",66,45920.15,12221.98,11282.54
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",18,36998.94,10340.72,9715.38
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150065,"SCHNECK MEDICAL CENTER","411 W TIPTON ST","SEYMOUR","IN",47274,"IN - Indianapolis",18,31894.83,11115.11,10062
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","ONE KINGS DAUGHTERS DR","MADISON","IN",47250,"KY - Louisville",16,31186.43,10458.18,9617.18
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",45,37554.31,13103.53,10796.6
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",74,43394.44,10456.6,9236.25
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",122,47587.7,12437.59,11067.79
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",13,29676.15,10654.61,9624.46
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",24,39279,10902.66,9964.62
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",43,48287.02,12869.86,10444.23
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",18,39477.66,11062.22,10173.16
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150097,"MAJOR HOSPITAL","150 W WASHINGTON ST","SHELBYVILLE","IN",46176,"IN - Indianapolis",19,47544.89,15604.52,8798
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",63,40231.28,10622.06,8988.8
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",46,49980.67,11287.86,9639.86
